单词,音标,词性,中文释义,单元,例句1,例句2,例句3
"in fact","/ɪn fækt/","副词短语","事实上","02. Unit 1","1. In fact, I don't like coffee.（事实上，我不喜欢咖啡。）|2. He looks young, but in fact he is 50.（他看起来很年轻，但事实上他已经50岁了。）|3. In fact, the weather is not so bad.（事实上，天气不是那么糟糕。）"
"wide","/waɪd/","adj.（形容词）","宽的，宽阔的","02. Unit 1","1. The river is very wide here.（这里的河很宽。）|2. She has wide eyes.（她有一双大眼睛。）|3. The road is wide enough for two cars.（这条路足够宽，可以容纳两辆车。）"
"through","/θruː/","prep.（介词）","从一端至另一端，穿过，通过","02. Unit 1","1. We walked through the forest.（我们穿过森林。）|2. The train goes through the tunnel.（火车穿过隧道。）|3. I can see through the window.（我能透过窗户看到外面。）"
"nod","/nɒd/","v.（动词）","点头","03. Unit 2","1. She nodded to show she understood.（她点头表示她明白了。）|2. The teacher nodded in approval.（老师点头表示赞同。）|3. He nodded his head and smiled.（他点点头笑了。）"
"ending","/ˈendɪŋ/","n.（名词）","(故事、电影、活动等的)结局，结尾","03. Unit 2","1. The movie has a happy ending.（这部电影有一个快乐的结局。）|2. I didn't like the ending of the story.（我不喜欢这个故事的结尾。）|3. The ending was very surprising.（结局非常令人惊讶。）"
"rush","/rʌʃ/","v.（动词）","冲，奔","03. Unit 2","1. I had to rush to catch the bus.（我不得不冲过去赶公交车。）|2. She rushed into the room.（她冲进了房间。）|3. Don't rush, we have plenty of time.（别着急，我们有很多时间。）"
"tap","/tæp/","v.（动词）","(用手指)轻拍，轻叩，轻敲","03. Unit 2","1. She tapped on the door.（她轻敲了门。）|2. He tapped his fingers on the table.（他用手指轻敲桌子。）|3. The teacher tapped the blackboard.（老师轻敲黑板。）"
"heart","/hɑːt/","n.（名词）","心(脏)","03. Unit 2","1. My heart is beating fast.（我的心跳得很快。）|2. She has a kind heart.（她有一颗善良的心。）|3. The doctor checked his heart.（医生检查了他的心脏。）"
"decide","/dɪˈsaɪd/","v.（动词）","决定","03. Unit 2","1. I can't decide which book to buy.（我无法决定买哪本书。）|2. She decided to study abroad.（她决定出国留学。）|3. We need to decide what to do next.（我们需要决定下一步做什么。）"
"festival","/ˈfestəvəl/","n.（名词）","(电影、戏剧、音乐等的)节，节庆，汇演","03. Unit 2","1. The music festival was amazing.（音乐节非常精彩。）|2. We went to the film festival last week.（我们上周去了电影节。）|3. The school is organizing a cultural festival.（学校正在组织一个文化节。）"
"different","/ˈdɪfərənt/","adj.（形容词）","不同的，不一样的","03. Unit 2","1. We have different hobbies.（我们有不同的爱好。）|2. This book is different from that one.（这本书和那本书不同。）|3. People from different countries speak different languages.（来自不同国家的人说不同的语言。）"
"shelf","/ʃelf/","n.（名词）","搁板，架子","03. Unit 2","1. The books are on the shelf.（书在架子上。）|2. She put the vase on the top shelf.（她把花瓶放在顶层架子上。）|3. The shelf is too high for me to reach.（架子太高了，我够不到。）"
"paper-cutting","/ˈpeɪpə ˈkʌtɪŋ/","n.（名词）","剪纸","03. Unit 2","1. Paper-cutting is a traditional Chinese art.（剪纸是中国的传统艺术。）|2. She learned paper-cutting from her grandmother.（她从奶奶那里学会了剪纸。）|3. The paper-cutting designs are very beautiful.（剪纸图案非常美丽。）"
"rock music","/rɒk ˈmjuːzɪk/","n.（名词短语）","摇滚乐","03. Unit 2","1. I love listening to rock music.（我喜欢听摇滚乐。）|2. Rock music became popular in the 1950s.（摇滚乐在20世纪50年代开始流行。）|3. The band plays rock music at the concert.（乐队在音乐会上演奏摇滚乐。）"
"hit","/hɪt/","v.（动词）","使(某人)突然意识到","03. Unit 2","1. It suddenly hit me that I forgot my keys.（我突然意识到我忘记带钥匙了。）|2. The truth hit him hard.（真相让他震惊。）|3. It hit me that I should study harder.（我突然意识到我应该更努力学习。）"
"high","/haɪ/","adj.（形容词）","高的","03. Unit 2","1. The mountain is very high.（这座山很高。）|2. She jumped high into the air.（她跳得很高。）|3. The building is 50 stories high.（这座建筑有50层高。）"
"classmate","/ˈklɑːsmeɪt/","n.（名词）","同班同学","03. Unit 2","1. She is my classmate from elementary school.（她是我小学的同班同学。）|2. I sit next to my classmate in class.（我在课堂上坐在同班同学旁边。）|3. My classmate helped me with my homework.（我的同班同学帮我做作业。）"
"club","/klʌb/","n.（名词）","俱乐部","03. Unit 2","1. I joined the school chess club.（我加入了学校国际象棋俱乐部。）|2. The club meets every Tuesday.（俱乐部每周二聚会。）|3. She is a member of the book club.（她是读书俱乐部的成员。）"
"everybody","/ˈevrɪbɒdi/","pron.（代词）","每个人，人人","03. Unit 2","1. Everybody is welcome to the party.（每个人都欢迎参加聚会。）|2. Does everybody have their homework?（每个人都有作业吗？）|3. Everybody needs to work together.（每个人都需要一起工作。）"
"enjoy","/ɪnˈdʒɔɪ/","v.（动词）","喜欢；享受","03. Unit 2","1. I enjoy reading books.（我喜欢读书。）|2. Did you enjoy the movie?（你喜欢这部电影吗？）|3. She enjoys playing tennis.（她喜欢打网球。）"
"magic","/ˈmædʒɪk/","adj.（形容词）","有魔力的，神奇的","03. Unit 2","1. The magic show was amazing.（魔术表演很神奇。）|2. She has a magic touch with children.（她对孩子有神奇的魔力。）|3. The magic wand sparkled in the light.（魔法棒在光中闪闪发光。）"
"traditional","/trəˈdɪʃənəl/","adj.（形容词）","传统的；习俗的；惯例的","03. Unit 2","1. We celebrate traditional festivals every year.（我们每年都庆祝传统节日。）|2. This is a traditional Chinese dish.（这是一道传统中国菜。）|3. She wears traditional clothes on special occasions.（她在特殊场合穿传统服装。）"
"smile","/smaɪl/","n.（名词）/ v.（动词）","笑容；微笑","03. Unit 2","1. She has a beautiful smile.（她有一个美丽的笑容。）|2. He smiled when he saw me.（他看到我时微笑了。）|3. A smile can make someone's day.（一个微笑可以让某人的一天变得美好。）"
"lonely","/ˈləʊnli/","adj.（形容词）","孤单的，寂寞的","03. Unit 2","1. She feels lonely without her friends.（没有朋友她感到孤单。）|2. The old man lives alone and feels lonely.（老人独自生活，感到寂寞。）|3. I was lonely when I first moved to the city.（我刚搬到城市时感到孤单。）"
"practice","/ˈpræktɪs/","n.（名词）","练习","03. Unit 2","1. I need more practice to improve my English.（我需要更多练习来提高我的英语。）|2. Practice makes perfect.（熟能生巧。）|3. She does piano practice every day.（她每天练习钢琴。）"
"adventure","/ədˈventʃə/","n.（名词）","历险；奇遇","03. Unit 2","1. The book tells an exciting adventure story.（这本书讲述了一个激动人心的冒险故事。）|2. She loves adventure and travel.（她喜欢冒险和旅行。）|3. Going camping is a great adventure.（去露营是一个很棒的冒险。）"
"midnight","/ˈmɪdnaɪt/","n.（名词）","午夜","03. Unit 2","1. The clock struck midnight.（时钟敲响了午夜。）|2. We arrived at midnight.（我们在午夜到达。）|3. The party lasted until midnight.（聚会持续到午夜。）"
"leave","/liːv/","v.（动词）","离开","03. Unit 2","1. I have to leave now.（我现在必须离开了。）|2. She left the room quietly.（她安静地离开了房间。）|3. The train leaves at 3 o'clock.（火车3点离开。）"
"ground","/graʊnd/","n.（名词）","地，地面","03. Unit 2","1. The ball fell to the ground.（球掉到了地上。）|2. We sat on the ground under the tree.（我们坐在树下的地上。）|3. The ground is wet after the rain.（雨后地面是湿的。）"
"stage","/steɪdʒ/","n.（名词）","舞台","03. Unit 2","1. The actors are on the stage.（演员们在舞台上。）|2. She performed beautifully on stage.（她在舞台上表演得很精彩。）|3. The stage was decorated with flowers.（舞台用鲜花装饰着。）"
"band","/bænd/","n.（名词）","乐队，乐团","03. Unit 2","1. The band is playing at the concert tonight.（乐队今晚在音乐会上演出。）|2. She is the singer in a rock band.（她是摇滚乐队的歌手。）|3. Our school has a marching band.（我们学校有一个军乐队。）"
"suddenly","/ˈsʌdnli/","adv.（副词）","突然，突如其来地","03. Unit 2","1. Suddenly, it started to rain.（突然，开始下雨了。）|2. The car stopped suddenly.（汽车突然停了下来。）|3. She suddenly remembered her homework.（她突然想起了她的作业。）"
"electric","/ɪˈlektrɪk/","adj.（形容词）","用电的；电动的","03. Unit 2","1. I have an electric guitar.（我有一把电吉他。）|2. The electric car is very quiet.（电动汽车很安静。）|3. We need to fix the electric light.（我们需要修理电灯。）"
"volleyball","/ˈvɒlibɔːl/","n.（名词）","排球(运动)","03. Unit 2","1. She plays volleyball on the school team.（她在校队打排球。）|2. We had a volleyball game yesterday.（我们昨天有一场排球比赛。）|3. The volleyball court is over there.（排球场在那边。）"
"joy","/dʒɔɪ/","n.（名词）","欢欣，愉快，喜悦","03. Unit 2","1. The children jumped with joy.（孩子们高兴地跳了起来。）|2. She felt great joy when she won the prize.（她获奖时感到非常喜悦。）|3. The news brought joy to everyone.（这个消息给每个人带来了欢乐。）"
"nature","/ˈneɪtʃə/","n.（名词）","大自然，自然界","03. Unit 2","1. I love walking in nature.（我喜欢在大自然中散步。）|2. Nature is beautiful and peaceful.（大自然美丽而宁静。）|3. We should protect nature.（我们应该保护大自然。）"
"page","/peɪdʒ/","n.（名词）","(书、报纸、文件等的)页，面","03. Unit 2","1. Please turn to page 25.（请翻到第25页。）|2. This book has 200 pages.（这本书有200页。）|3. I read three pages every day.（我每天读三页。）"
"guitar","/ɡɪˈtɑː/","n.（名词）","吉他","03. Unit 2","1. He plays the guitar very well.（他吉他弹得很好。）|2. I want to learn how to play the guitar.（我想学习弹吉他。）|3. The guitar is a popular musical instrument.（吉他是一种流行的乐器。）"
"weak","/wiːk/","adj.（形容词）","虚弱的，不强壮的","03. Unit 2","1. She feels weak after being sick.（她生病后感到虚弱。）|2. The old man is too weak to walk.（老人太虚弱了，不能走路。）|3. My legs are weak from running.（我的腿因为跑步而虚弱。）"
"instrument","/ˈɪnstrəmənt/","n.（名词）","乐器","03. Unit 2","1. The piano is a beautiful instrument.（钢琴是一种美妙的乐器。）|2. She plays several musical instruments.（她会演奏几种乐器。）|3. The violin is a string instrument.（小提琴是一种弦乐器。）"
"shake","/ʃeɪk/","v.（动词）","摇动","03. Unit 2","1. The earthquake made the ground shake.（地震使地面摇动。）|2. She shook her head to say no.（她摇头表示不。）|3. He shook hands with the teacher.（他和老师握手。）"
"almost","/ˈɔːlməʊst/","adv.（副词）","几乎，差不多","03. Unit 2","1. I almost missed the bus.（我差点错过了公交车。）|2. She is almost finished with her homework.（她几乎完成了作业。）|3. It's almost time for dinner.（差不多到吃晚饭的时间了。）"
"hold","/həʊld/","v.（动词）","握住，抓住；抱住","03. Unit 2","1. Please hold my hand.（请握住我的手。）|2. She held the baby in her arms.（她把婴儿抱在怀里。）|3. Can you hold this bag for me?（你能帮我拿这个包吗？）"
"appear","/əˈpɪə/","v.（动词）","(尤指突然)出现，呈现","03. Unit 2","1. The sun appeared from behind the clouds.（太阳从云层后面出现了。）|2. She suddenly appeared at the door.（她突然出现在门口。）|3. The stars appear at night.（星星在夜晚出现。）"
"skate","/skeɪt/","v.（动词）","滑冰，溜冰","03. Unit 2","1. I love to skate on the ice.（我喜欢在冰上滑冰。）|2. She learned to skate when she was five.（她五岁时学会了滑冰。）|3. We went skating at the rink yesterday.（我们昨天去溜冰场滑冰了。）"
"sound","/saʊnd/","n.（名词）","声音","03. Unit 2","1. I heard a strange sound outside.（我听到外面有奇怪的声音。）|2. The sound of music filled the room.（音乐声充满了房间。）|3. Can you turn up the sound on the TV?（你能把电视声音调大一点吗？）"
"notebook","/ˈnəʊtbʊk/","n.（名词）","笔记本","03. Unit 2","1. I write my homework in my notebook.（我在笔记本上写作业。）|2. She bought a new notebook for school.（她为学校买了一个新笔记本。）|3. The teacher asked us to open our notebooks.（老师让我们打开笔记本。）"
"awake","/əˈweɪk/","adj.（形容词）","醒着的","03. Unit 2","1. I am awake now.（我现在醒着。）|2. The baby is awake and crying.（婴儿醒着在哭。）|3. She stayed awake all night.（她整夜都醒着。）"
"son","/sʌn/","n.（名词）","儿子","04. Unit 3","1. He is my son.（他是我的儿子。）|2. The son helps his father.（儿子帮助他的父亲。）|3. She has two sons and one daughter.（她有两个儿子和一个女儿。）"
"queen","/kwiːn/","n.（名词）","女王","04. Unit 3","1. The queen lives in a palace.（女王住在宫殿里。）|2. She became queen at a young age.（她年轻时就成了女王。）|3. The queen is very popular.（女王很受欢迎。）"
"change","/tʃeɪndʒ/","v.（动词）","换(衣服)","04. Unit 3","1. I need to change my clothes.（我需要换衣服。）|2. She changed into a beautiful dress.（她换上了一件漂亮的裙子。）|3. He changes his shirt every day.（他每天换衬衫。）"
"growth","/ɡrəʊθ/","n.（名词）","(性格、智力或情感的)发展，成长","04. Unit 3","1. The growth of the child is amazing.（孩子的成长令人惊叹。）|2. Economic growth is important for the country.（经济增长对国家很重要。）|3. She showed great growth in her studies.（她在学习上表现出很大的进步。）"
"memory","/ˈmeməri/","n.（名词）","记忆，回忆","04. Unit 3","1. I have a good memory.（我有很好的记忆力。）|2. This photo brings back happy memories.（这张照片唤起了美好的回忆。）|3. She lost her memory after the accident.（事故后她失去了记忆。）"
"trailer","/ˈtreɪlə/","n.（名词）","拖车，挂车","04. Unit 3","1. The truck is pulling a trailer.（卡车拖着一辆挂车。）|2. We live in a mobile home trailer.（我们住在移动房屋拖车里。）|3. The trailer is full of goods.（拖车里装满了货物。）"
"care","/keə/","n.（名词）","关心","04. Unit 3","1. She shows great care for her children.（她对孩子表现出极大的关心。）|2. Take care of yourself.（照顾好自己。）|3. He doesn't care about money.（他不关心钱。）"
"road","/rəʊd/","n.（名词）","路，道路，公路","04. Unit 3","1. The road is very busy.（这条路很繁忙。）|2. We drove down the country road.（我们沿着乡村道路行驶。）|3. The road leads to the city.（这条路通向城市。）"
"race","/reɪs/","v.（动词）","比赛","04. Unit 3","1. The horses race around the track.（马在跑道上比赛。）|2. She races in the swimming competition.（她参加游泳比赛。）|3. They race against each other.（他们相互比赛。）"
"serious","/ˈsɪəriəs/","adj.（形容词）","严重的","04. Unit 3","1. This is a serious problem.（这是一个严重的问题。）|2. The accident was very serious.（这次事故很严重。）|3. He has a serious illness.（他患有严重的疾病。）"
"pick up","/pɪk ʌp/","v.（动词短语）","搭载，接载","04. Unit 3","1. I'll pick you up at 8 o'clock.（我8点来接你。）|2. The bus picks up passengers at the station.（公交车在车站接载乘客。）|3. Can you pick me up from school?（你能从学校接我吗？）"
"handsome","/ˈhænsəm/","adj.（形容词）","(男子)英俊的，漂亮的","04. Unit 3","1. He is a very handsome man.（他是一个非常英俊的男人。）|2. The handsome prince saved the princess.（英俊的王子救了公主。）|3. She thinks he is handsome.（她觉得他很帅。）"
"power","/ˈpaʊə/","v.（动词）","给(车辆或机器)提供动力","04. Unit 3","1. The engine powers the car.（发动机为汽车提供动力。）|2. Solar panels power the house.（太阳能电池板为房子供电。）|3. The battery powers the phone.（电池为手机供电。）"
"kiss","/kɪs/","n.（名词）","吻","04. Unit 3","1. She gave him a gentle kiss.（她给了他一个温柔的吻。）|2. The mother kissed her baby goodnight.（母亲吻了吻她的孩子道晚安。）|3. A kiss on the cheek is friendly.（脸颊上的吻是友好的。）"
"hug","/hʌɡ/","n.（名词）","拥抱","04. Unit 3","1. She gave me a warm hug.（她给了我一个温暖的拥抱。）|2. The mother hugged her child.（母亲拥抱了她的孩子。）|3. A hug can make you feel better.（拥抱能让你感觉更好。）"
"result","/rɪˈzʌlt/","n.（名词）","结果，后果","04. Unit 3","1. The result of the exam was good.（考试结果很好。）|2. What was the result of the game?（比赛结果如何？）|3. The experiment produced interesting results.（实验产生了有趣的结果。）"
"silent","/ˈsaɪlənt/","adj.（形容词）","不作声的","04. Unit 3","1. The library is silent.（图书馆很安静。）|2. She remained silent during the meeting.（她在会议期间保持沉默。）|3. The silent night was peaceful.（寂静的夜晚很宁静。）"
"strict","/strɪkt/","adj.（形容词）","严格的，严厉的","04. Unit 3","1. The teacher is very strict.（老师很严格。）|2. My parents are strict about homework.（我父母对作业很严格。）|3. The school has strict rules.（学校有严格的规则。）"
"mountain","/ˈmaʊntɪn/","n.（名词）","高山，山岳","04. Unit 3","1. We climbed the mountain yesterday.（我们昨天爬了山。）|2. The mountain is very high.（这座山很高。）|3. There is snow on the mountain top.（山顶上有雪。）"
